startTime,endTime,duration,annotation
2014-07-03T17:53:25.822Z,2014-07-03T17:55:25.827Z,120.005,home activity;household chores;preparing meals/cooking/washing dishes;5035 kitchen activity general cooking/washing/dishes/cleaning up
2014-07-03T17:55:48.828Z,2014-07-03T17:58:59.836Z,191.008,home activity;miscellaneous;sitting;9060 sitting/lying reading or without observable/identifiable activities
2014-07-03T17:59:23.837Z,2014-07-03T18:05:02.851Z,339.014,home activity;miscellaneous;sitting;7010 sitting/lying and watching television with TV on as the primary activity
2014-07-03T18:05:48.852Z,2014-07-03T18:07:00.855Z,72.003,home activity;miscellaneous;standing;9070 standing reading or without observable/identifiable activities
2014-07-03T18:07:25.856Z,2014-07-03T18:09:25.861Z,120.005,home activity;miscellaneous;5025 (generic) multiple household tasks all at once including standing/lifting/sitting
2014-07-03T18:09:49.862Z,2014-07-03T18:12:13.868Z,144.006,home activity;miscellaneous;standing;9070 standing reading or without observable/identifiable activities
2014-07-03T18:13:00.869Z,2014-07-03T18:14:11.872Z,71.003,home activity;household chores;preparing meals/cooking/washing dishes;5035 kitchen activity general cooking/washing/dishes/cleaning up
2014-07-03T18:14:38.873Z,2014-07-03T18:18:12.882Z,214.009,home activity;eating;13030 eating sitting alone or with someone
2014-07-03T18:18:36.883Z,2014-07-03T18:20:31.888Z,115.005,home activity;miscellaneous;standing;9020 standing writing/drawing/painting
2014-07-03T18:20:56.889Z,2014-07-03T18:22:04.892Z,68.003,home activity;miscellaneous;sitting;7010 sitting/lying and watching television with TV on as the primary activity
2014-07-03T18:22:28.893Z,2014-07-03T18:26:43.903Z,255.01,home activity;miscellaneous;sitting;9055 sitting/lying talking in person/using a mobile phone/smartphone/tablet or talking on the phone/computer (skype chatting)
2014-07-03T18:27:06.904Z,2014-07-03T18:32:29.918Z,323.014,home activity;eating;13030 eating sitting alone or with someone
2014-07-03T18:32:52.919Z,2014-07-03T19:07:37.002Z,2084.083,home activity;miscellaneous;sitting;7010 sitting/lying and watching television with TV on as the primary activity
2014-07-03T19:08:47.003Z,2014-07-03T19:17:25.025Z,518.022,home activity;household chores;preparing meals/cooking/washing dishes;5035 kitchen activity general cooking/washing/dishes/cleaning up
2014-07-03T19:17:48.026Z,2014-07-03T19:24:30.042Z,402.016,home activity;miscellaneous;sitting;7010 sitting/lying and watching television with TV on as the primary activity
2014-07-03T19:24:56.043Z,2014-07-03T19:39:10.079Z,854.036,home activity;household chores;preparing meals/cooking/washing dishes;5035 kitchen activity general cooking/washing/dishes/cleaning up
2014-07-03T19:39:32.080Z,2014-07-03T19:41:29.085Z,117.005,home activity;miscellaneous;standing;9020 standing writing/drawing/painting
2014-07-03T19:41:53.086Z,2014-07-03T19:44:13.092Z,140.006,home activity;miscellaneous;sitting;7010 sitting/lying and watching television with TV on as the primary activity
2014-07-03T19:44:39.093Z,2014-07-03T19:50:11.107Z,332.014,home activity;miscellaneous;standing;9050 standing talking in person/on the phone/computer (skype chatting) or using a mobile phone/smartphone/tablet
2014-07-03T19:50:34.108Z,2014-07-03T19:56:55.123Z,381.015,home activity;miscellaneous;sitting;7010 sitting/lying and watching television with TV on as the primary activity
2014-07-03T19:57:43.124Z,2014-07-03T20:01:05.132Z,202.008,home activity;household chores;preparing meals/cooking/washing dishes;5035 kitchen activity general cooking/washing/dishes/cleaning up
2014-07-03T20:01:28.133Z,2014-07-03T20:03:01.137Z,93.004,home activity;miscellaneous;walking;17150 walking household without observable loads
2014-07-03T20:03:25.138Z,2014-07-03T20:19:30.180Z,965.042,uncodeable;0002 image dark/blurred/obscured
2014-07-03T20:20:15.181Z,2014-07-03T20:21:27.183Z,72.002,home activity;miscellaneous;standing;9070 standing reading or without observable/identifiable activities
2014-07-03T20:21:50.184Z,2014-07-03T20:41:59.235Z,1209.051,home activity;household chores;preparing meals/cooking/washing dishes;5035 kitchen activity general cooking/washing/dishes/cleaning up
2014-07-03T20:42:22.236Z,2014-07-03T20:43:32.239Z,70.003,home activity;miscellaneous;walking;17150 walking household without observable loads
2014-07-03T20:43:56.240Z,2014-07-03T20:45:04.243Z,68.003,home activity;miscellaneous;standing;9020 standing writing/drawing/painting
2014-07-03T20:45:27.244Z,2014-07-03T20:46:13.246Z,46.002,uncodeable;0002 image dark/blurred/obscured
2014-07-03T20:46:36.247Z,2014-07-03T20:47:23.249Z,47.002,home activity;miscellaneous;walking;17150 walking household without observable loads
2014-07-03T20:47:47.250Z,2014-07-03T20:48:57.253Z,70.003,uncodeable;0002 image dark/blurred/obscured
