startTime,endTime,duration,annotation
2014-10-14T20:57:50.962Z,2014-10-14T21:06:06.983Z,496.021,uncodeable;0002 image dark/blurred/obscured
2014-10-14T21:06:30.984Z,2014-10-14T21:11:43.996Z,313.012,home activity;miscellaneous;walking;17150 walking household without observable loads
2014-10-14T21:12:06.997Z,2014-10-14T21:18:47.010Z,400.013,uncodeable;0002 image dark/blurred/obscured
2014-10-14T21:19:11.011Z,2014-10-14T21:23:10.021Z,239.01,home activity;miscellaneous;standing;9050 standing talking in person/on the phone/computer (skype chatting) or using a mobile phone/smartphone/tablet
2014-10-14T21:23:34.022Z,2014-10-14T21:33:22.046Z,588.024,home activity;miscellaneous;sitting;9055 sitting/lying talking in person/using a mobile phone/smartphone/tablet or talking on the phone/computer (skype chatting)
2014-10-14T21:33:47.047Z,2014-10-14T21:34:57.050Z,70.003,home activity;miscellaneous;standing;9050 standing talking in person/on the phone/computer (skype chatting) or using a mobile phone/smartphone/tablet
2014-10-14T21:35:20.051Z,2014-10-14T21:36:09.053Z,49.002,home activity;household chores;preparing meals/cooking/washing dishes;5035 kitchen activity general cooking/washing/dishes/cleaning up
2014-10-14T21:36:33.054Z,2014-10-14T21:37:43.057Z,70.003,home activity;miscellaneous;standing;9050 standing talking in person/on the phone/computer (skype chatting) or using a mobile phone/smartphone/tablet
2014-10-14T21:38:08.058Z,2014-10-14T21:40:35.063Z,147.005,home activity;miscellaneous;walking;17150 walking household without observable loads
2014-10-14T21:40:58.064Z,2014-10-14T21:42:33.068Z,95.004,home activity;miscellaneous;standing;9050 standing talking in person/on the phone/computer (skype chatting) or using a mobile phone/smartphone/tablet
2014-10-14T21:42:57.069Z,2014-10-14T21:47:04.079Z,247.01,home activity;miscellaneous;sitting;5080 sitting non-desk work (with or without eating at the same time)
2014-10-14T21:47:29.080Z,2014-10-14T21:58:58.108Z,689.028,home activity;miscellaneous;sitting;9060 sitting/lying reading or without observable/identifiable activities
